,xgb_global,xgb_benign,xgb_DrDoS_DNS,xgb_DrDoS_LDAP,xgb_DrDoS_MSSQL,xgb_DrDoS_NetBIOS,xgb_DrDoS_NTP,xgb_DrDoS_SNMP,xgb_DrDoS_SSDP,xgb_DrDoS_UDP,xgb_Syn,xgb_TFTP,xgb_UDPLag,paper_UDPLag,paper_TFTP,paper_WebDDoS,paper_DrDoS_DNS,paper_benign,paper_DrDoS_MSSQL,paper_DrDoS_LDAP,paper_DrDoS_NetBIOS,paper_DrDoS_NTP,paper_DrDoS_SSDP,paper_DrDoS_SNMP,paper_Syn,paper_DrDoS_UDP,xgb_weighted,paper_avg,combined_score,method_count,class_count,consistency_score,final_score,category,feature_name
Idle Std,0.042554523620482294,0.0,0.0006471575604774809,0.0,0.0,0.0,0.0006891923994486462,0.0,0.0,0.0,0.12387826279127612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02328254008575303,0.0,0.013969524051451817,1,1,0.178,0.06317866683601626,Activity_State,Idle Std
Active Mean,0.0011987978534852154,0.026232560311264128,0.0,0.0,0.0030608343518684334,0.0,0.0,0.0,0.0,0.0,8.711644493051983e-05,0.00010266564590111786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953677979092296,0.0,0.0011722067874553775,0,1,0.027999999999999997,0.009220544751218763,Activity_State,Active Mean
Idle Min,0.0003223996995375183,0.0005262362861836662,0.0017425294282115515,0.0,0.0009972574798055235,0.0,0.003212052997430358,0.0,0.0,0.0,0.0070326905907536685,0.007298479724252129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001169422205146852,0.0,0.0007016533230881112,0,0,0.0,0.0004911573261616778,Activity_State,Idle Min
Idle Mean,0.0015378426435533493,0.00037676054010815196,0.0,0.0,0.0006389538152033728,0.0,0.00015111428987910858,0.0,0.0,0.0,0.00285364603394063,0.0007571613402705706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008540188583914315,0.0,0.0005124113150348589,0,0,0.0,0.00035868792052440123,Activity_State,Idle Mean
Active Min,0.0004158733141040187,0.002865480924766798,0.0,0.0,0.0027135999892620778,0.0,0.0,0.0,0.0,0.0,0.0028482655342537315,0.001517719380273189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006636026170693973,0.0,0.00039816157024163837,0,0,0.0,0.00027871309916914684,Activity_State,Active Min
Idle Max,0.0013801337286513716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.237295695231288e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005546721393081643,0.0,0.00033280328358489857,0,0,0.0,0.00023296229850942898,Activity_State,Idle Max
Active Std,0.0001644838970394935,0.0,0.0,0.0,0.003209373078649966,0.0,0.0,0.0,0.0,0.0,2.8190723359525422e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022767174891627197,0.0,0.0001366030493497632,0,0,0.0,9.562213454483423e-05,Activity_State,Active Std
Active Max,0.00014016305815583007,0.0,0.0023406849378956895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012818999254036794,0.0003033204760722609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019467499358774793,0.0,0.00011680499615264875,0,0,0.0,8.176349730685411e-05,Activity_State,Active Max
